Timestamp,Temperature_C,Humidity_Percent,Air_Quality_Value
2004-09-20,37.52,51.8,186
2004-09-21,33.64,50.5,120
2004-09-22,33.49,72.5,62
2004-09-23,32.15,80.8,181
2004-09-24,37.45,78.9,145
2004-09-25,36.02,68.8,160
2004-09-26,31.86,61.6,112
2004-09-27,37.69,66.4,106
2004-09-28,30.18,55.5,87
2004-09-29,29.88,62.9,187
2004-09-30,29.49,68.7,171
2004-10-01,15.44,50.5,150
2004-10-02,15.39,53.1,123
2004-10-03,24.38,65.4,98
2004-10-04,17.79,52.3,131
2004-10-05,26.37,50.7,58
2004-10-06,20.62,57.2,156
2004-10-07,23.63,51.3,82
2004-10-08,23.97,51.3,112
2004-10-09,19.66,47.3,161
2004-10-10,25.9,54.6,50
2004-10-11,19.39,69.8,59
2004-10-12,24.18,64.0,195
2004-10-13,23.47,46.4,69
2004-10-14,18.63,67.7,187
2004-10-15,26.7,51.0,150
2004-10-16,16.02,63.4,50
2004-10-17,15.73,49.4,136
2004-10-18,19.32,54.4,155
2004-10-19,15.8,54.2,115
2004-10-20,22.9,58.9,107
2004-10-21,21.49,66.8,165
2004-10-22,26.28,64.8,124
2004-10-23,25.77,56.9,110
2004-10-24,24.77,57.2,173
2004-10-25,19.37,59.1,102
2004-10-26,18.04,63.0,163
2004-10-27,24.35,47.8,139
2004-10-28,23.99,48.1,121
2004-10-29,15.88,58.6,183
2004-10-30,22.92,51.8,98
2004-10-31,20.66,54.9,145
2004-11-01,17.19,56.9,58
2004-11-02,18.11,59.5,113
2004-11-03,18.6,59.2,58
2004-11-04,23.61,50.8,194
2004-11-05,19.08,65.7,108
2004-11-06,16.35,53.4,84
2004-11-07,21.92,46.7,145
2004-11-08,18.39,58.0,166
2004-11-09,23.85,50.7,68
2004-11-10,27.21,65.4,179
2004-11-11,25.39,62.5,120
2004-11-12,22.0,64.0,66
2004-11-13,17.08,45.1,87
2004-11-14,26.71,65.6,73
2004-11-15,26.66,48.0,82
2004-11-16,22.1,56.3,183
2004-11-17,23.52,64.8,64
2004-11-18,27.79,65.4,188
2004-11-19,21.39,45.7,182
2004-11-20,20.03,50.9,150
2004-11-21,25.23,51.0,61
2004-11-22,17.76,69.2,181
2004-11-23,17.33,57.8,54
2004-11-24,25.3,69.7,135
2004-11-25,24.96,63.6,182
2004-11-26,25.74,46.2,60
2004-11-27,22.32,53.0,155
2004-11-28,25.49,54.7,121
2004-11-29,19.51,69.1,133
2004-11-30,26.04,51.2,146
2004-12-01,13.99,38.0,103
2004-12-02,13.97,54.2,198
2004-12-03,12.98,45.6,145
2004-12-04,6.02,69.0,174
2004-12-05,9.13,69.5,51
2004-12-06,9.62,53.0,110
2004-12-07,14.13,56.9,172
2004-12-08,12.93,39.5,130
2004-12-09,8.61,69.0,161
2004-12-10,8.22,44.3,169
2004-12-11,9.64,69.7,123
2004-12-12,8.95,54.3,173
2004-12-13,9.55,59.0,104
2004-12-14,13.92,61.7,131
2004-12-15,8.27,64.8,138
2004-12-16,5.45,48.2,122
2004-12-17,15.16,46.3,70
2004-12-18,10.74,66.1,161
2004-12-19,11.72,48.7,182
2004-12-20,12.59,68.2,77
2004-12-21,8.76,50.9,144
2004-12-22,6.32,40.3,133
2004-12-23,7.25,41.3,171
2004-12-24,6.55,54.9,91
2004-12-25,13.61,45.3,59
2004-12-26,12.43,44.5,190
2004-12-27,15.97,56.0,134
2004-12-28,13.01,36.3,58
2004-12-29,13.86,69.0,170
2004-12-30,7.63,56.3,61
2004-12-31,12.57,57.8,101
2005-01-01,15.84,56.4,62
2005-01-02,14.42,68.7,125
2005-01-03,16.33,62.1,72
2005-01-04,8.86,57.3,181
2005-01-05,13.62,49.5,76
2005-01-06,14.9,61.7,113
2005-01-07,7.47,38.2,158
2005-01-08,15.49,65.8,88
2005-01-09,6.61,55.5,178
2005-01-10,14.55,52.3,131
2005-01-11,9.81,38.3,133
2005-01-12,8.5,60.6,56
2005-01-13,12.32,59.7,100
2005-01-14,15.73,53.0,111
2005-01-15,11.56,63.5,56
2005-01-16,6.9,60.0,189
2005-01-17,5.24,68.4,135
2005-01-18,12.43,63.0,164
2005-01-19,17.24,51.9,105
2005-01-20,12.1,55.7,119
2005-01-21,5.84,42.7,161
2005-01-22,9.49,38.4,176
2005-01-23,15.21,56.8,62
2005-01-24,16.91,48.8,90
2005-01-25,14.41,63.2,170
2005-01-26,6.54,40.6,72
2005-01-27,14.08,39.8,144
2005-01-28,10.14,43.0,200
2005-01-29,13.82,63.9,178
2005-01-30,5.37,62.3,170
2005-01-31,15.13,39.4,167
2005-02-01,17.48,56.6,66
2005-02-02,12.37,40.0,200
2005-02-03,9.83,40.3,88
2005-02-04,17.68,57.3,170
2005-02-05,15.84,68.4,87
2005-02-06,14.66,63.7,179
2005-02-07,11.46,35.8,119
2005-02-08,5.78,41.7,57
2005-02-09,9.56,65.7,66
2005-02-10,5.88,59.4,95
2005-02-11,9.87,49.6,142
2005-02-12,12.26,57.6,169
2005-02-13,13.48,43.3,187
2005-02-14,8.88,67.1,177
2005-02-15,5.11,65.3,159
2005-02-16,6.73,40.5,75
2005-02-17,8.68,36.6,54
2005-02-18,12.3,63.4,117
2005-02-19,10.89,50.1,71
2005-02-20,14.71,65.4,185
2005-02-21,11.68,46.6,100
2005-02-22,9.96,58.3,175
2005-02-23,12.56,66.3,183
2005-02-24,16.28,51.2,103
2005-02-25,7.01,36.7,190
2005-02-26,5.63,47.9,68
2005-02-27,5.99,43.8,50
2005-02-28,14.91,56.2,112
2005-03-01,21.74,57.7,128
2005-03-02,20.78,38.5,104
2005-03-03,29.02,57.1,170
2005-03-04,26.01,57.6,192
2005-03-05,26.89,53.2,198
2005-03-06,24.0,55.4,148
2005-03-07,27.35,41.1,162
2005-03-08,25.92,53.6,190
2005-03-09,21.85,51.9,102
2005-03-10,29.85,54.1,119
2005-03-11,29.9,41.9,148
2005-03-12,25.93,56.3,113
2005-03-13,26.07,39.5,177
2005-03-14,21.49,37.8,139
2005-03-15,28.21,47.3,97
2005-03-16,27.08,46.5,60
2005-03-17,19.93,55.3,94
2005-03-18,22.87,37.0,119
2005-03-19,23.54,54.0,77
2005-03-20,28.25,36.0,124
2005-03-21,23.63,35.2,112
2005-03-22,23.44,36.5,143
2005-03-23,29.86,37.4,80
2005-03-24,29.18,49.9,156
2005-03-25,27.08,43.2,133
2005-03-26,24.36,38.9,181
2005-03-27,29.8,44.2,105
2005-03-28,26.66,48.2,200
2005-03-29,21.02,49.2,53
2005-03-30,28.46,57.2,126
2005-03-31,25.89,41.5,117
2005-04-01,23.49,49.9,108
2005-04-02,29.17,46.2,99
2005-04-03,24.06,50.8,123
2005-04-04,22.89,58.6,173
2005-04-05,19.94,39.1,117
2005-04-06,22.19,42.2,134
2005-04-07,20.69,48.4,130
2005-04-08,22.02,58.9,161
2005-04-09,26.91,44.3,134
2005-04-10,25.24,46.4,163
2005-04-11,24.62,44.8,197
2005-04-12,22.63,57.9,110
2005-04-13,27.68,43.9,176
2005-04-14,23.59,51.5,58
2005-04-15,23.43,52.6,139
2005-04-16,19.38,48.8,105
2005-04-17,24.03,53.4,73
2005-04-18,29.99,43.6,74
2005-04-19,22.36,49.9,103
2005-04-20,19.48,36.0,124
2005-04-21,19.01,57.3,198
2005-04-22,20.51,52.3,56
2005-04-23,28.61,50.9,146
2005-04-24,27.1,36.7,74
2005-04-25,21.16,59.6,80
2005-04-26,22.34,59.2,184
2005-04-27,25.54,52.5,65
2005-04-28,29.78,45.8,133
2005-04-29,25.94,47.9,60
2005-04-30,23.89,50.2,75
2005-05-01,26.7,40.4,70
2005-05-02,23.38,52.2,69
2005-05-03,19.84,58.9,56
2005-05-04,25.92,37.7,183
2005-05-05,18.8,54.6,198
2005-05-06,29.58,42.3,98
2005-05-07,29.26,57.6,166
2005-05-08,26.75,48.7,161
2005-05-09,21.24,48.0,84
2005-05-10,25.23,52.9,121
2005-05-11,27.57,51.4,95
2005-05-12,29.95,48.8,152
2005-05-13,26.81,41.7,149
2005-05-14,21.2,59.5,166
2005-05-15,21.79,41.6,128
2005-05-16,25.36,51.5,188
2005-05-17,26.08,47.5,113
2005-05-18,20.68,43.3,190
2005-05-19,19.63,55.9,155
2005-05-20,22.91,39.6,169
2005-05-21,24.35,44.5,89
2005-05-22,24.79,37.2,55
2005-05-23,24.15,56.9,84
2005-05-24,23.28,46.4,64
2005-05-25,27.21,43.6,104
2005-05-26,19.78,57.4,104
2005-05-27,24.13,44.6,184
2005-05-28,27.67,50.7,107
2005-05-29,21.15,52.8,117
2005-05-30,25.53,37.5,191
2005-05-31,23.21,40.7,83
2005-06-01,30.2,57.7,197
2005-06-02,37.82,60.2,114
2005-06-03,33.18,66.5,200
2005-06-04,33.43,59.7,97
2005-06-05,35.75,58.3,176
2005-06-06,28.48,71.4,179
2005-06-07,30.04,63.8,163
2005-06-08,30.84,51.4,164
2005-06-09,32.18,60.5,168
2005-06-10,37.84,63.0,124
2005-06-11,31.0,65.8,118
2005-06-12,31.52,64.2,200
2005-06-13,34.85,77.4,174
2005-06-14,36.53,67.8,163
2005-06-15,36.91,85.0,106
2005-06-16,36.23,54.6,160
2005-06-17,29.36,69.1,167
2005-06-18,32.64,54.2,120
2005-06-19,31.68,76.5,59
2005-06-20,30.45,85.0,186
2005-06-21,28.26,76.6,138
2005-06-22,35.56,65.0,129
2005-06-23,30.23,63.2,96
2005-06-24,31.76,53.4,82
2005-06-25,29.7,78.5,52
2005-06-26,32.53,74.4,66
2005-06-27,28.07,59.2,104
2005-06-28,29.89,60.6,114
2005-06-29,33.23,54.7,70
2005-06-30,28.26,50.7,97
2005-07-01,34.31,50.3,124
2005-07-02,31.38,70.8,67
2005-07-03,34.8,68.9,91
2005-07-04,32.33,52.3,106
2005-07-05,32.76,77.6,56
2005-07-06,35.01,55.4,183
2005-07-07,31.05,61.7,83
2005-07-08,28.34,60.3,179
2005-07-09,30.67,52.3,98
2005-07-10,32.81,56.3,76
2005-07-11,36.86,54.4,162
2005-07-12,31.37,54.6,155
2005-07-13,37.74,67.8,186
2005-07-14,35.52,75.5,156
2005-07-15,37.72,61.6,172
2005-07-16,29.69,67.9,83
2005-07-17,33.43,76.4,153
2005-07-18,34.38,81.5,60
2005-07-19,37.25,85.0,181
2005-07-20,37.06,53.8,53
2005-07-21,37.43,59.2,61
2005-07-22,30.7,63.7,103
2005-07-23,36.62,80.9,174
2005-07-24,30.33,77.2,123
2005-07-25,30.92,81.1,90
2005-07-26,37.78,60.4,106
2005-07-27,36.9,64.3,78
2005-07-28,34.23,52.8,90
2005-07-29,36.59,67.9,69
2005-07-30,29.96,52.9,163
2005-07-31,29.25,74.6,91
2005-08-01,36.4,53.3,180
2005-08-02,29.62,55.6,81
2005-08-03,29.33,79.1,60
2005-08-04,37.11,55.8,77
2005-08-05,28.22,54.9,147
2005-08-06,34.53,66.3,109
2005-08-07,29.69,66.1,163
2005-08-08,30.82,60.6,193
2005-08-09,31.87,80.0,187
2005-08-10,36.29,51.3,117
2005-08-11,37.89,53.1,133
2005-08-12,28.33,53.1,66
2005-08-13,35.9,81.6,91
2005-08-14,30.08,50.1,51
2005-08-15,28.9,78.7,124
2005-08-16,30.09,60.1,184
2005-08-17,32.54,68.9,191
2005-08-18,36.47,66.2,122
2005-08-19,36.83,51.0,198
2005-08-20,32.92,60.3,65
2005-08-21,30.16,56.9,127
2005-08-22,33.32,75.0,186
2005-08-23,32.62,72.4,146
2005-08-24,28.5,59.1,142
2005-08-25,33.35,63.5,64
2005-08-26,31.9,80.9,98
2005-08-27,35.11,73.8,79
2005-08-28,33.15,55.0,162
2005-08-29,29.87,60.7,118
2005-08-30,36.82,68.0,139
2005-08-31,31.9,69.6,193
2005-09-01,35.25,53.2,120
2005-09-02,30.5,75.2,167
2005-09-03,37.83,61.7,57
2005-09-04,36.7,52.9,109
2005-09-05,30.89,70.7,136
2005-09-06,35.54,61.3,71
2005-09-07,28.52,68.6,98
2005-09-08,29.87,57.8,119
2005-09-09,35.01,61.3,171
2005-09-10,28.97,51.7,134
2005-09-11,32.55,84.3,80
2005-09-12,30.78,57.7,194
2005-09-13,35.19,69.9,50
2005-09-14,28.35,77.9,125
2005-09-15,31.12,60.1,195
2005-09-16,31.51,78.1,130
2005-09-17,29.3,51.7,155
2005-09-18,34.15,82.9,133
2005-09-19,34.84,62.1,194
2005-09-20,34.88,68.5,163
2005-09-21,30.46,81.8,193
2005-09-22,35.15,51.5,95
2005-09-23,29.18,55.5,114
2005-09-24,37.08,55.4,167
2005-09-25,34.18,62.7,142
2005-09-26,31.39,75.0,108
2005-09-27,28.34,76.9,162
2005-09-28,32.53,82.8,159
2005-09-29,36.18,50.7,165
2005-09-30,37.02,84.7,189
2005-10-01,20.56,59.1,53
2005-10-02,26.96,61.5,194
2005-10-03,25.54,52.6,151
2005-10-04,18.02,68.8,140
2005-10-05,24.57,58.3,171
2005-10-06,24.85,55.9,60
2005-10-07,16.06,61.6,69
2005-10-08,24.8,67.5,62
2005-10-09,22.34,67.1,130
2005-10-10,18.42,68.5,184
2005-10-11,19.84,66.7,79
2005-10-12,17.45,67.0,163
2005-10-13,22.12,65.0,89
2005-10-14,16.8,54.7,119
2005-10-15,16.23,50.1,200
2005-10-16,19.63,66.5,63
2005-10-17,23.06,53.6,156
2005-10-18,27.21,66.8,115
2005-10-19,19.75,67.1,54
2005-10-20,18.43,57.4,184
2005-10-21,15.72,67.0,88
2005-10-22,23.57,63.3,177
2005-10-23,19.56,55.0,87
2005-10-24,18.47,68.5,160
2005-10-25,20.64,63.1,50
2005-10-26,24.37,48.2,113
2005-10-27,16.93,63.1,125
2005-10-28,25.76,61.8,133
2005-10-29,27.33,49.7,111
2005-10-30,22.46,48.1,70
2005-10-31,22.5,51.6,194
2005-11-01,20.15,49.1,65
2005-11-02,20.61,49.4,119
2005-11-03,25.46,57.4,179
2005-11-04,21.42,60.5,134
2005-11-05,25.68,47.2,195
2005-11-06,18.78,48.8,68
2005-11-07,22.87,67.4,151
2005-11-08,27.54,56.2,160
2005-11-09,15.96,58.8,137
2005-11-10,21.06,68.9,127
2005-11-11,27.98,54.0,82
2005-11-12,22.89,46.4,188
2005-11-13,16.69,48.9,136
2005-11-14,18.64,58.8,154
2005-11-15,24.53,61.2,114
2005-11-16,26.87,60.2,66
2005-11-17,16.98,69.1,106
2005-11-18,18.02,49.6,74
2005-11-19,26.55,46.7,131
2005-11-20,20.1,64.8,109
2005-11-21,20.52,59.6,155
2005-11-22,21.05,50.9,89
2005-11-23,21.62,62.5,189
2005-11-24,16.0,59.6,177
2005-11-25,16.5,58.4,61
2005-11-26,24.53,45.0,187
2005-11-27,23.01,61.0,175
2005-11-28,15.34,63.1,72
2005-11-29,22.62,52.6,82
2005-11-30,16.42,68.6,115
2005-12-01,13.69,62.1,161
2005-12-02,14.34,56.1,175
2005-12-03,9.77,54.9,195
2005-12-04,10.5,46.7,153
2005-12-05,14.64,44.1,160
2005-12-06,5.51,63.3,114
2005-12-07,5.77,54.6,194
2005-12-08,5.94,45.8,81
2005-12-09,8.03,37.8,165
2005-12-10,11.49,38.8,186
2005-12-11,13.73,51.3,154
2005-12-12,15.52,41.4,160
2005-12-13,13.69,46.2,189
2005-12-14,9.41,61.4,184
2005-12-15,5.41,61.0,198
2005-12-16,9.62,64.8,198
2005-12-17,15.02,54.9,63
2005-12-18,9.86,55.9,131
2005-12-19,7.8,62.1,92
2005-12-20,8.19,50.1,92
2005-12-21,15.58,59.5,161
2005-12-22,17.77,67.3,156
2005-12-23,7.34,66.7,154
2005-12-24,8.16,54.9,176
2005-12-25,11.25,68.9,58
2005-12-26,7.63,69.4,139
2005-12-27,15.08,37.5,191
2005-12-28,10.44,66.8,101
2005-12-29,6.15,61.1,50
2005-12-30,16.55,61.5,94
2005-12-31,15.61,35.4,130
2006-01-01,5.38,36.1,154
2006-01-02,8.97,43.4,54
2006-01-03,15.01,36.5,170
2006-01-04,9.23,44.4,150
2006-01-05,13.98,57.3,181
2006-01-06,17.25,35.4,160
2006-01-07,8.27,42.1,167
2006-01-08,12.14,62.2,106
2006-01-09,11.09,65.6,179
2006-01-10,15.1,53.2,109
2006-01-11,10.26,49.5,80
2006-01-12,12.4,56.0,115
2006-01-13,13.46,38.2,176
2006-01-14,9.06,60.7,159
2006-01-15,11.75,53.4,183
2006-01-16,17.36,40.9,118
2006-01-17,6.07,37.3,165
2006-01-18,8.3,46.3,120
2006-01-19,9.54,45.1,66
2006-01-20,6.62,45.9,193
2006-01-21,5.29,35.8,125
2006-01-22,10.39,36.4,143
2006-01-23,11.37,45.0,141
2006-01-24,6.82,56.3,184
2006-01-25,15.04,47.1,62
2006-01-26,16.51,36.3,154
2006-01-27,8.61,46.2,170
2006-01-28,10.73,53.1,103
2006-01-29,5.42,65.0,84
2006-01-30,16.29,56.7,50
2006-01-31,12.41,63.5,74
2006-02-01,6.31,42.1,157
2006-02-02,14.04,64.4,142
2006-02-03,8.88,61.3,55
2006-02-04,5.93,65.2,139
2006-02-05,13.93,48.2,90
2006-02-06,6.13,38.0,146
2006-02-07,9.0,66.0,186
2006-02-08,16.89,40.7,82
2006-02-09,10.86,59.5,113
2006-02-10,14.13,49.7,164
2006-02-11,7.32,68.8,82
2006-02-12,11.13,66.0,96
2006-02-13,7.53,42.1,198
2006-02-14,5.81,35.6,149
2006-02-15,15.13,67.7,124
2006-02-16,16.19,51.7,152
2006-02-17,16.72,51.0,171
2006-02-18,10.86,51.9,88
2006-02-19,17.99,53.0,160
2006-02-20,11.13,38.6,187
2006-02-21,15.93,58.5,190
2006-02-22,11.82,69.1,192
2006-02-23,17.89,68.5,80
2006-02-24,17.81,55.4,133
2006-02-25,14.63,62.8,164
2006-02-26,13.47,60.7,73
2006-02-27,11.57,63.4,189
2006-02-28,9.11,61.4,153
2006-03-01,21.52,58.6,127
2006-03-02,25.74,43.9,192
2006-03-03,20.82,35.8,93
2006-03-04,27.87,35.9,142
2006-03-05,29.17,55.7,128
2006-03-06,19.56,58.8,188
2006-03-07,19.17,58.4,114
2006-03-08,21.69,52.3,156
2006-03-09,23.63,40.2,200
2006-03-10,26.95,52.1,187
2006-03-11,25.26,48.0,154
2006-03-12,25.07,51.3,107
2006-03-13,18.92,39.8,121
2006-03-14,28.5,44.7,53
2006-03-15,21.63,42.4,171
2006-03-16,27.01,46.2,122
2006-03-17,25.55,44.0,136
2006-03-18,23.91,58.5,178
2006-03-19,29.96,55.8,155
2006-03-20,22.9,54.0,72
2006-03-21,19.31,58.7,164
2006-03-22,18.22,45.5,199
2006-03-23,21.36,48.6,95
2006-03-24,18.4,55.8,109
2006-03-25,26.25,39.6,197
2006-03-26,21.42,39.2,177
2006-03-27,21.39,54.9,194
2006-03-28,21.18,45.2,145
2006-03-29,27.15,45.5,85
2006-03-30,22.01,54.3,150
2006-03-31,22.02,51.2,122
2006-04-01,26.9,39.2,149
2006-04-02,29.79,36.9,102
2006-04-03,22.15,46.3,127
2006-04-04,28.73,47.6,57
2006-04-05,29.06,58.4,106
2006-04-06,20.26,37.3,111
2006-04-07,29.16,38.9,176
2006-04-08,27.93,49.8,89
2006-04-09,19.77,47.0,176
2006-04-10,25.43,58.2,98
2006-04-11,27.21,48.5,135
2006-04-12,29.03,52.6,94
2006-04-13,23.7,44.8,189
2006-04-14,20.86,40.7,66
2006-04-15,19.49,53.5,108
2006-04-16,21.16,49.9,121
2006-04-17,24.22,52.4,116
2006-04-18,23.01,53.2,55
2006-04-19,29.64,46.0,110
2006-04-20,26.42,51.9,78
2006-04-21,29.13,42.1,156
2006-04-22,28.04,56.5,81
2006-04-23,27.19,44.6,183
2006-04-24,29.16,35.7,84
2006-04-25,26.8,54.8,128
2006-04-26,21.64,53.5,70
2006-04-27,18.88,36.2,147
2006-04-28,19.86,44.1,128
2006-04-29,24.98,43.6,162
2006-04-30,23.37,54.6,143
2006-05-01,23.39,46.5,94
2006-05-02,21.77,48.5,178
2006-05-03,18.43,56.8,132
2006-05-04,25.49,35.9,163
2006-05-05,25.08,55.4,150
2006-05-06,21.65,45.5,135
2006-05-07,23.02,49.8,138
2006-05-08,24.93,57.8,191
2006-05-09,23.92,55.1,84
2006-05-10,22.28,51.7,193
2006-05-11,20.32,52.9,133
2006-05-12,27.37,39.2,87
2006-05-13,21.97,41.1,103
2006-05-14,27.7,37.5,94
2006-05-15,26.75,53.5,60
2006-05-16,24.23,47.4,165
2006-05-17,29.93,47.6,86
2006-05-18,23.91,39.8,71
2006-05-19,20.23,58.5,149
2006-05-20,25.4,50.0,54
2006-05-21,28.85,59.2,126
2006-05-22,19.42,44.4,136
2006-05-23,21.48,35.6,194
2006-05-24,27.73,47.9,102
2006-05-25,28.88,47.3,155
2006-05-26,27.34,45.3,159
2006-05-27,29.16,35.1,131
2006-05-28,18.19,47.7,150
2006-05-29,22.95,37.8,90
2006-05-30,28.77,41.0,64
2006-05-31,22.64,39.3,160
2006-06-01,36.93,70.5,75
2006-06-02,32.36,68.7,166
2006-06-03,29.58,67.4,108
2006-06-04,29.6,57.3,165
2006-06-05,35.11,64.7,193
2006-06-06,30.74,72.6,195
2006-06-07,36.23,84.3,52
2006-06-08,37.08,54.6,134
2006-06-09,36.27,57.2,64
2006-06-10,30.39,77.3,86
2006-06-11,33.55,52.0,65
2006-06-12,28.43,79.0,188
2006-06-13,32.12,70.1,123
2006-06-14,28.91,81.4,189
2006-06-15,37.9,81.8,163
2006-06-16,32.67,51.3,170
2006-06-17,33.84,56.5,75
2006-06-18,30.07,61.2,73
2006-06-19,30.98,65.2,129
2006-06-20,30.57,61.6,152
2006-06-21,30.54,64.9,80
2006-06-22,29.91,61.6,161
2006-06-23,36.02,50.6,184
2006-06-24,33.6,61.8,188
2006-06-25,34.1,84.8,167
2006-06-26,36.34,53.8,131
2006-06-27,36.26,57.8,69
2006-06-28,32.71,50.3,173
2006-06-29,28.41,50.7,122
2006-06-30,30.91,78.4,95
2006-07-01,32.08,68.5,94
2006-07-02,34.26,80.6,138
2006-07-03,33.63,70.8,87
2006-07-04,32.24,69.9,80
2006-07-05,33.07,56.4,107
2006-07-06,32.73,64.2,86
2006-07-07,29.94,64.5,56
2006-07-08,36.14,77.0,196
2006-07-09,33.69,79.6,197
2006-07-10,33.17,78.0,108
2006-07-11,32.7,65.1,169
2006-07-12,37.37,80.2,176
2006-07-13,31.97,63.8,169
2006-07-14,33.13,83.9,197
2006-07-15,33.32,60.5,186
2006-07-16,37.93,78.7,191
2006-07-17,32.96,76.8,176
2006-07-18,31.2,53.2,123
2006-07-19,34.3,60.3,193
2006-07-20,33.85,63.5,179
2006-07-21,34.83,59.6,197
2006-07-22,28.32,51.0,188
2006-07-23,35.58,65.7,115
2006-07-24,28.95,52.7,193
2006-07-25,32.58,56.1,82
2006-07-26,30.57,58.2,157
2006-07-27,36.59,81.7,190
2006-07-28,34.88,70.2,50
2006-07-29,28.32,65.5,135
2006-07-30,34.62,84.9,101
2006-07-31,28.57,71.1,123
2006-08-01,31.3,53.1,158
2006-08-02,29.04,79.9,147
2006-08-03,31.8,60.3,54
2006-08-04,34.76,75.6,105
2006-08-05,31.07,58.7,117
2006-08-06,33.18,62.7,108
2006-08-07,28.64,68.6,197
2006-08-08,35.43,59.2,182
2006-08-09,36.65,84.7,107
2006-08-10,31.97,57.2,137
2006-08-11,32.14,65.5,130
2006-08-12,30.83,57.1,174
2006-08-13,35.05,53.4,53
2006-08-14,30.77,79.1,141
2006-08-15,33.56,84.6,131
2006-08-16,30.81,70.5,150
2006-08-17,30.28,54.7,74
2006-08-18,29.26,80.7,118
2006-08-19,28.84,81.5,86
2006-08-20,32.47,73.7,98
2006-08-21,32.2,68.9,200
2006-08-22,30.37,62.1,63
2006-08-23,37.74,79.8,136
2006-08-24,33.36,70.4,86
2006-08-25,35.41,63.3,54
2006-08-26,32.02,80.0,107
2006-08-27,28.95,57.4,58
2006-08-28,28.21,54.7,193
2006-08-29,37.59,62.2,191
2006-08-30,35.97,69.2,59
2006-08-31,32.19,69.3,58
2006-09-01,33.79,70.7,143
2006-09-02,32.21,68.3,200
2006-09-03,30.53,69.8,114
2006-09-04,29.54,63.3,192
2006-09-05,37.7,63.2,114
2006-09-06,29.97,68.2,83
2006-09-07,28.61,51.9,63
2006-09-08,36.48,76.1,184
2006-09-09,35.3,79.7,154
2006-09-10,35.38,61.9,126
2006-09-11,31.07,69.3,140
2006-09-12,36.36,64.1,162
2006-09-13,33.78,57.7,105
2006-09-14,34.9,53.7,105
2006-09-15,29.36,58.1,94
2006-09-16,33.72,64.8,127
2006-09-17,32.19,57.3,114
2006-09-18,36.7,78.8,109
2006-09-19,30.6,81.1,81
2006-09-20,35.52,68.1,85
2006-09-21,31.91,52.8,79
2006-09-22,34.31,64.4,52
2006-09-23,31.27,79.2,148
2006-09-24,28.73,83.9,78
2006-09-25,32.59,72.7,70
2006-09-26,32.62,52.8,120
2006-09-27,32.85,53.0,102
2006-09-28,31.44,66.3,185
2006-09-29,36.64,52.5,156
2006-09-30,36.91,73.4,167
2006-10-01,15.72,58.4,128
2006-10-02,16.78,69.8,75
2006-10-03,15.92,57.2,118
2006-10-04,26.58,58.5,176
2006-10-05,24.27,50.6,190
2006-10-06,27.9,51.4,59
2006-10-07,22.04,51.9,148
2006-10-08,23.67,66.3,54
2006-10-09,15.33,60.2,81
2006-10-10,25.69,58.9,102
2006-10-11,26.81,60.2,128
2006-10-12,25.58,66.1,65
2006-10-13,16.6,67.3,145
2006-10-14,23.35,48.3,154
2006-10-15,21.99,52.7,120
2006-10-16,22.93,62.3,127
2006-10-17,15.18,50.3,183
2006-10-18,22.91,47.9,63
2006-10-19,18.63,65.1,77
2006-10-20,26.2,50.4,109
2006-10-21,26.23,56.3,57
2006-10-22,23.52,52.0,159
2006-10-23,16.9,45.9,57
2006-10-24,20.19,49.3,125
2006-10-25,16.73,62.7,84
2006-10-26,27.07,50.9,161
2006-10-27,15.9,60.2,169
2006-10-28,20.58,68.8,150
2006-10-29,20.16,65.7,177
2006-10-30,18.73,65.5,89
2006-10-31,16.7,66.5,169
2006-11-01,16.7,57.2,50
2006-11-02,27.33,66.5,185
2006-11-03,23.4,67.4,64
2006-11-04,18.96,70.0,131
2006-11-05,26.47,61.9,68
2006-11-06,20.93,68.0,174
2006-11-07,24.7,56.5,194
2006-11-08,26.41,47.4,163
2006-11-09,26.57,61.3,164
2006-11-10,19.34,50.3,139
2006-11-11,19.79,68.9,78
2006-11-12,20.49,54.7,180
2006-11-13,19.42,69.6,130
2006-11-14,18.51,60.9,193
2006-11-15,17.92,53.7,133
2006-11-16,23.57,53.2,188
2006-11-17,24.69,66.2,159
2006-11-18,22.59,60.8,71
2006-11-19,27.58,51.7,103
2006-11-20,16.85,50.5,69
2006-11-21,19.27,68.3,174
2006-11-22,27.92,50.9,170
2006-11-23,16.72,55.6,80
2006-11-24,16.12,49.5,128
2006-11-25,25.85,50.5,103
2006-11-26,16.72,58.0,77
2006-11-27,16.38,49.9,66
2006-11-28,19.56,69.0,111
2006-11-29,20.78,48.9,139
2006-11-30,25.81,59.8,124
2006-12-01,5.52,52.0,52
2006-12-02,12.45,54.3,129
2006-12-03,12.24,47.0,163
2006-12-04,13.69,50.7,185
2006-12-05,16.57,51.0,126
2006-12-06,13.06,43.5,179
2006-12-07,15.18,63.5,158
2006-12-08,9.51,47.0,144
2006-12-09,15.85,55.5,189
2006-12-10,15.88,61.9,186
2006-12-11,14.29,47.8,130
2006-12-12,10.57,54.1,76
2006-12-13,9.7,66.4,104
2006-12-14,17.18,44.1,128
2006-12-15,9.27,41.0,190
2006-12-16,9.4,66.5,101
2006-12-17,5.54,50.6,178
2006-12-18,17.61,64.2,141
2006-12-19,10.82,58.3,164
